Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
Single,Technological specialization diploma holders,1,Agronomy,Daytime,Technological specialization course,150.0,Portuguese,Basic Ed 3rd Cycle,12th Yr Schooling or Eq.,Unskilled Workers,Machine Operators,150.0,Yes,No,No,Yes,Male,No,21,No,0,6,12,5,13.625,0,0,6,6,5,12.6,0,13.9,-0.3,0.79,Graduate
Married,1st phase - general contingent,1,Oral Hygiene,Daytime,Secondary education,144.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Unskilled extractive/construction/etc.,Other admin support,139.8,No,No,Yes,Yes,Male,No,24,No,0,7,7,7,12.271428571428572,0,0,8,10,7,13.657142857142857,0,10.8,1.4,1.74,Graduate
Single,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,133.1,Portuguese,Basic Ed 2nd Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,154.4,No,No,No,Yes,Male,No,27,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,10.8,1.4,1.74,Dropout
Single,2nd phase - general contingent,6,Management,Daytime,Secondary education,120.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 2nd Cycle,Unskilled Workers,Unskilled Workers,115.5,Yes,No,Yes,No,Male,No,19,No,0,5,8,4,12.5,0,0,5,9,5,10.5,0,8.9,1.4,3.51,Enrolled
Single,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,133.1,Portuguese,Degree,Basic Ed 3rd Cycle,Administrative staff,Industry/Construction,119.0,No,No,No,Yes,Male,No,39,No,3,9,10,9,13.22222222222222,0,2,7,8,7,13.142857142857142,0,8.9,1.4,3.51,Graduate
Single,Over 23 years old,1,Biofuel Production Technologies,Daytime,Secondary education,133.1,Portuguese,Basic Ed 3rd Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,96.1,No,No,No,Yes,Male,No,25,No,0,7,13,2,15.0,0,0,7,12,2,11.5,0,12.4,0.5,1.79,Dropout
Single,Holders of other higher courses,1,Animation and Multimedia Design,Daytime,Higher education - degree,130.0,Portuguese,12th Yr Schooling or Eq.,Bachelor's Degree,Unskilled Workers,Intellectual/Scientific,130.0,No,No,No,No,Male,No,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
Single,Change of course,1,Communication Design,Daytime,Secondary education,133.0,Portuguese,12th Yr Schooling or Eq.,Bachelor's Degree,Unskilled Workers,Intellectual/Scientific,128.8,No,No,No,Yes,Male,No,19,No,6,12,12,12,13.166666666666666,0,6,12,12,12,13.0,0,10.8,1.4,1.74,Graduate
Single,3rd phase - general contingent,1,Journalism and Communication,Daytime,Secondary education,124.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 1st Cycle,Unskilled Workers,Machine Operators,126.8,No,No,No,Yes,Male,Yes,21,No,0,6,8,5,13.833333333333334,0,0,6,6,4,14.0,0,13.9,-0.3,0.79,Graduate
Single,Holders of other higher courses,1,Management (evening attendance),Evening,Higher education - degree (1st cycle),130.0,Portuguese,12th Yr Schooling or Eq.,Degree,Administrative staff,Intellectual/Scientific,130.0,No,No,No,Yes,Male,No,27,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,Dropout
Single,1st phase - general contingent,3,Management,Daytime,Secondary education,124.0,Portuguese,12th Yr Schooling or Eq.,12th Yr Schooling or Eq.,Services/Security/Sellers,Technicians,116.7,Yes,No,No,Yes,Male,No,19,No,0,5,6,0,0.0,0,0,5,6,0,0.0,0,7.6,2.6,0.32,Enrolled
Single,2nd phase - general contingent,3,Nursing,Daytime,Secondary education,132.0,Portuguese,Degree,12th Yr Schooling or Eq.,Intellectual/Scientific,Industry/Construction,125.5,Yes,No,No,Yes,Male,No,18,No,0,8,8,7,13.154285714285717,0,0,8,8,7,13.154285714285717,0,10.8,1.4,1.74,Enrolled
Single,Holders of other higher courses,1,Advertising and Marketing Management,Daytime,Higher education - degree,110.0,Portuguese,2nd Cycle HS,Basic Ed 1st Cycle,Technicians,Technicians,110.0,Yes,No,No,Yes,Male,No,27,No,7,12,12,9,12.333333333333334,0,6,11,11,6,13.166666666666666,0,9.4,-0.8,-3.12,Dropout
Single,1st phase - general contingent,3,Journalism and Communication,Daytime,Secondary education,127.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 2nd Cycle,Machine Operators,Technicians,133.7,Yes,No,Yes,Yes,Male,No,18,No,0,6,6,6,13.0,0,0,6,7,5,11.8,0,12.7,3.7,-1.7,Dropout
Single,1st phase - general contingent,1,Equinculture,Daytime,Secondary education,130.0,Portuguese,Bachelor's Degree,Degree,Unskilled Workers,Legislative/Executive/Directors,117.6,No,No,No,Yes,Male,No,19,No,0,5,14,2,11.5,2,0,5,8,5,11.4,3,9.4,-0.8,-3.12,Enrolled
Single,Technological specialization diploma holders,1,Agronomy,Daytime,Technological specialization course,140.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 2nd Cycle,Unskilled Workers,Armed Forces,140.0,No,No,No,Yes,Male,No,19,No,0,6,15,3,13.25,0,0,6,9,1,12.0,0,13.9,-0.3,0.79,Dropout
Single,Technological specialization diploma holders,1,Agronomy,Daytime,Technological specialization course,150.0,Portuguese,Basic Ed 3rd Cycle,12th Yr Schooling or Eq.,Legislative/Executive/Directors,Legislative/Executive/Directors,150.0,No,No,No,Yes,Male,No,22,No,0,6,12,3,13.333333333333334,0,0,6,12,3,12.75,0,15.5,2.8,-4.06,Enrolled
Single,1st phase - special contingent (Madeira Island),2,Social Service,Daytime,Secondary education,133.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 2nd Cycle,Administrative staff,Services/Security/Sellers,133.7,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,13.5,0,0,6,6,6,12.166666666666666,0,10.8,1.4,1.74,Graduate
Single,1st phase - special contingent (Madeira Island),4,Journalism and Communication,Daytime,Secondary education,109.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Technicians,137.0,Yes,No,No,Yes,Female,Yes,18,No,0,6,7,6,12.666666666666666,0,0,6,8,5,12.8,0,10.8,1.4,1.74,Graduate
Single,Change of course,1,Management,Daytime,Secondary education,133.1,Portuguese,Master's,Basic Ed 3rd Cycle,Intellectual/Scientific,Legislative/Executive/Directors,128.2,No,No,No,Yes,Female,No,23,No,7,11,18,11,15.090909090909092,1,2,6,7,6,14.5,0,9.4,-0.8,-3.12,Dropout
Single,3rd phase - general contingent,4,Animation and Multimedia Design,Daytime,Secondary education,133.0,Portuguese,12th Yr Schooling or Eq.,Master's,Unskilled Workers,Services/Security/Sellers,129.2,Yes,No,Yes,No,Male,No,20,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
Single,2nd phase - general contingent,3,Journalism and Communication,Daytime,Secondary education,134.0,Portuguese,Bachelor's Degree,12th Yr Schooling or Eq.,Technicians,Technicians,129.5,Yes,No,No,Yes,Male,No,18,No,0,6,7,6,13.166666666666666,0,0,6,7,6,12.666666666666666,0,16.2,0.3,-0.92,Graduate
Single,1st phase - general contingent,4,Journalism and Communication,Daytime,Secondary education,125.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Unskilled Workers,Industry/Construction,129.6,Yes,No,No,Yes,Male,No,18,No,0,6,6,6,12.833333333333334,0,0,6,8,6,12.833333333333334,0,12.4,0.5,1.79,Graduate
Single,2nd phase - general contingent,3,Informatics Engineering,Daytime,Secondary education,135.0,Portuguese,12th Yr Schooling or Eq.,Basic Ed 3rd Cycle,Secretaries/data processing,Unskilled extractive/construction/etc.,121.7,Yes,No,No,Yes,Male,No,18,No,0,5,7,5,11.8,0,0,5,9,3,12.0,0,8.9,1.4,3.51,Enrolled
Single,2nd phase - general contingent,2,Journalism and Communication,Daytime,Secondary education,132.0,Portuguese,Basic Ed 3rd Cycle,12th Yr Schooling or Eq.,Unskilled Workers,Unskilled Workers,141.8,Yes,No,No,Yes,Male,No,20,No,0,6,6,6,11.833333333333334,0,0,6,6,6,12.166666666666666,0,12.7,3.7,-1.7,Graduate
Single,1st phase - general contingent,3,Journalism and Communication,Daytime,Secondary education,135.0,Portuguese,Degree,12th Yr Schooling or Eq.,Intellectual/Scientific,Administrative staff,129.8,Yes,No,No,Yes,Male,No,20,No,0,6,6,5,12.8,0,0,6,11,3,12.75,0,15.5,2.8,-4.06,Graduate
Single,Technological specialization diploma holders,1,Communication Design,Daytime,Technological specialization course,100.0,Portuguese,12th Yr Schooling or Eq.,12th Yr Schooling or Eq.,Administrative staff,Administrative staff,106.0,No,No,No,Yes,Male,No,21,No,2,7,7,5,11.8,0,5,9,9,5,11.0,0,12.4,0.5,1.79,Dropout
Single,Change of course,1,Animation and Multimedia Design,Daytime,Secondary education,144.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Unskilled Workers,Administrative staff,121.6,No,No,No,Yes,Male,No,22,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Enrolled
Single,2nd phase - general contingent,1,Informatics Engineering,Daytime,Secondary education,125.0,Portuguese,Basic Ed 3rd Cycle,12th Yr Schooling or Eq.,Services/Security/Sellers,Administrative staff,121.5,Yes,No,No,Yes,Male,No,20,No,0,5,7,5,15.8,0,0,5,7,5,14.571428571428571,0,11.1,0.6,2.02,Dropout
Single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,133.1,Portuguese,12th Yr Schooling or Eq.,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,117.0,No,No,Yes,Yes,Male,No,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Enrolled
Single,Technological specialization diploma holders,1,Informatics Engineering,Daytime,Technological specialization course,130.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 3rd Cycle,Unskilled Workers,Services/Security/Sellers,130.0,Yes,No,No,Yes,Male,No,19,No,0,5,9,2,12.5,0,0,5,10,3,11.6,0,12.4,0.5,1.79,Enrolled
Single,2nd phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,117.0,Portuguese,12th Yr Schooling or Eq.,12th Yr Schooling or Eq.,Administrative staff,Administrative staff,117.7,Yes,No,No,Yes,Male,No,20,No,0,6,9,6,14.666666666666666,0,0,6,7,6,13.857142857142858,0,8.9,1.4,3.51,Graduate
Single,Technological specialization diploma holders,1,Veterinary Nursing,Daytime,Technological specialization course,140.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 1st Cycle,Services/Security/Sellers,Industry/Construction,140.0,Yes,No,No,Yes,Male,No,19,No,2,6,10,4,12.5,0,1,6,16,2,12.0,0,12.4,0.5,1.79,Dropout
Single,1st phase - general contingent,1,Informatics Engineering,Daytime,Secondary education,132.0,Portuguese,12th Yr Schooling or Eq.,Other - 11th Yr,Technicians,Technicians,133.1,Yes,No,No,Yes,Male,No,19,No,0,5,7,3,12.0,0,0,6,10,2,10.5,0,11.1,0.6,2.02,Dropout
Single,International student (bachelor),1,Informatics Engineering,Daytime,Secondary education,133.1,Brazilian,Bachelor's Degree,Bachelor's Degree,Intellectual/Scientific,Intellectual/Scientific,100.0,No,No,Yes,Yes,Male,No,24,Yes,2,8,8,7,13.142857142857142,0,1,6,8,6,11.833333333333334,0,8.9,1.4,3.51,Enrolled
Single,2nd phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,132.0,Portuguese,Basic Ed 3rd Cycle,12th Yr Schooling or Eq.,Services/Security/Sellers,Administrative staff,119.1,No,No,Yes,Yes,Male,No,18,No,0,6,6,3,12.666666666666666,0,0,6,11,4,11.142857142857142,0,10.8,1.4,1.74,Dropout
Single,1st phase - general contingent,1,Informatics Engineering,Daytime,Secondary education,148.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Unskilled Workers,Machine Operators,129.8,No,No,No,No,Male,Yes,18,No,0,5,6,5,15.0,0,0,5,6,5,14.2,0,8.9,1.4,3.51,Enrolled
Single,1st phase - general contingent,1,Social Service,Daytime,Secondary education,133.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 2nd Cycle,Unskilled Workers,Industry/Construction,131.3,Yes,No,Yes,Yes,Female,No,18,No,0,6,7,5,13.6,0,0,6,7,5,11.8,0,8.9,1.4,3.51,Dropout
Single,2nd phase - general contingent,5,Journalism and Communication,Daytime,Secondary education,143.0,Portuguese,12th Yr Schooling or Eq.,12th Yr Schooling or Eq.,Industry/Construction,Industry/Construction,136.7,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,12.5,0,0,6,6,6,13.833333333333334,0,8.9,1.4,3.51,Graduate
Single,2nd phase - general contingent,1,Social Service,Daytime,Secondary education,143.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,126.2,Yes,No,No,Yes,Female,Yes,21,No,0,6,7,6,13.333333333333334,0,0,6,7,6,13.5,0,12.4,0.5,1.79,Graduate
Single,International student (bachelor),1,Veterinary Nursing,Daytime,Secondary education,133.1,Brazilian,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,109.6,No,No,No,Yes,Female,No,18,Yes,0,6,13,4,12.25,0,0,6,15,5,11.0,0,11.1,0.6,2.02,Dropout
Single,1st phase - general contingent,1,Nursing,Daytime,Secondary education,141.0,Portuguese,12th Yr Schooling or Eq.,Basic Ed 3rd Cycle,Technicians,Technicians,131.9,Yes,No,No,Yes,Female,Yes,18,No,0,7,7,7,15.101428571428572,0,0,8,8,8,16.09375,0,11.1,0.6,2.02,Graduate
Single,1st phase - general contingent,2,Social Service,Daytime,Secondary education,140.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,140.7,Yes,No,No,Yes,Female,Yes,18,No,0,6,6,6,13.166666666666666,0,0,6,6,6,16.0,0,10.8,1.4,1.74,Graduate
Single,3rd phase - general contingent,6,Social Service (evening attendance),Evening,Secondary education,134.0,Portuguese,Degree,Basic Ed 3rd Cycle,Intellectual/Scientific,Administrative staff,120.7,Yes,No,No,Yes,Female,No,23,No,0,6,8,4,11.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,Dropout
Single,1st phase - general contingent,2,Management,Daytime,Secondary education,118.0,Portuguese,Degree,Basic Ed 3rd Cycle,Intellectual/Scientific,Administrative staff,113.8,Yes,No,No,Yes,Female,No,21,No,0,5,9,3,11.666666666666666,0,0,5,9,4,11.75,0,8.9,1.4,3.51,Graduate
Single,1st phase - general contingent,1,Social Service,Daytime,Secondary education,135.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 2nd Cycle,Industry/Construction,Services/Security/Sellers,121.0,No,No,No,Yes,Female,No,20,No,0,6,13,1,10.0,0,0,6,13,1,13.0,0,9.4,-0.8,-3.12,Enrolled
Single,2nd phase - general contingent,1,Social Service (evening attendance),Evening,Secondary education,119.0,Portuguese,Unknown,Unknown,Student,Student,112.4,Yes,No,No,Yes,Female,No,26,No,4,7,15,7,11.571428571428571,0,2,6,14,2,11.0,0,7.6,2.6,0.32,Dropout
Single,1st phase - general contingent,6,Journalism and Communication,Daytime,Secondary education,145.0,Portuguese,12th Yr Schooling or Eq.,Basic Ed 3rd Cycle,Administrative staff,Administrative staff,131.0,Yes,No,No,Yes,Female,Yes,18,No,0,6,6,6,12.166666666666666,0,0,6,10,5,11.2,0,7.6,2.6,0.32,Enrolled
Single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,143.0,Portuguese,Degree,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,142.7,Yes,No,No,Yes,Female,No,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Dropout
Single,1st phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,123.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Unskilled Workers,Machine Operators,125.5,No,No,No,No,Female,Yes,19,No,0,6,6,6,13.833333333333334,0,0,6,7,6,14.285714285714286,0,8.9,1.4,3.51,Graduate
Single,1st phase - general contingent,3,Nursing,Daytime,Secondary education,108.0,Portuguese,Basic Ed 3rd Cycle,12th Yr Schooling or Eq.,Unskilled Workers,Technicians,107.8,Yes,No,No,Yes,Female,Yes,20,No,0,7,10,6,12.357142857142858,0,0,8,9,7,13.0,0,13.9,-0.3,0.79,Graduate
Single,1st phase - general contingent,3,Journalism and Communication,Daytime,Secondary education,117.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 3rd Cycle,Industry/Construction,Industry/Construction,110.4,Yes,No,Yes,No,Female,No,19,No,0,6,7,6,12.166666666666666,0,0,6,10,2,10.333333333333334,0,16.2,0.3,-0.92,Dropout
Single,Technological specialization diploma holders,1,Social Service,Daytime,Technological specialization course,140.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 3rd Cycle,Cleaning workers,Armed Forces Sergeants,136.1,Yes,No,Yes,Yes,Female,No,21,No,3,6,8,3,12.0,0,2,6,6,2,12.5,0,12.4,0.5,1.79,Enrolled
Single,Over 23 years old,1,Tourism,Daytime,Secondary education,170.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Administrative staff,Farmers/Fishers,138.3,No,No,No,Yes,Female,No,33,No,5,10,14,9,12.416666666666666,0,5,9,14,7,13.0,0,10.8,1.4,1.74,Graduate
Single,1st phase - general contingent,2,Veterinary Nursing,Daytime,Secondary education,157.0,Portuguese,Degree,Basic Ed 2nd Cycle,Administrative staff,Farmers/Fishers,142.3,No,No,No,Yes,Female,No,18,No,0,5,7,4,12.75,0,0,5,6,4,12.75,0,7.6,2.6,0.32,Graduate
Single,Transfer,1,Nursing,Daytime,Frequency of higher education,141.0,Portuguese,Basic Ed 1st Cycle,12th Yr Schooling or Eq.,Unskilled Workers,Administrative staff,145.0,No,No,No,Yes,Female,No,21,No,12,21,33,18,14.933333333333334,12,12,21,33,18,14.933333333333334,12,7.6,2.6,0.32,Graduate
Single,1st phase - general contingent,1,Journalism and Communication,Daytime,Secondary education,125.0,Portuguese,Degree,Basic Ed 3rd Cycle,Intellectual/Scientific,Technicians,125.7,Yes,No,No,Yes,Female,No,19,No,0,6,6,6,13.0,0,0,6,7,6,11.666666666666666,0,8.9,1.4,3.51,Graduate
Divorced,Over 23 years old,1,Basic Education,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic Ed 2nd Cycle,Basic Ed 3rd Cycle,Unskilled Workers,Unskilled Workers,108.0,No,No,Yes,No,Female,No,33,No,0,7,7,7,12.857142857142858,0,0,7,8,6,12.666666666666666,0,8.9,1.4,3.51,Enrolled
Married,1st phase - general contingent,4,Nursing,Daytime,Secondary education,143.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 2nd Cycle,Services/Security/Sellers,Services/Security/Sellers,128.7,Yes,No,No,Yes,Female,No,18,No,0,7,10,7,14.455000000000002,0,0,8,8,8,13.91,0,15.5,2.8,-4.06,Graduate
Single,1st phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,142.0,Portuguese,12th Yr Schooling or Eq.,Basic Ed 3rd Cycle,Administrative staff,Administrative staff,128.0,No,No,No,Yes,Female,Yes,18,No,0,6,8,6,14.0,0,0,6,7,6,13.285714285714286,0,11.1,0.6,2.02,Graduate
Single,1st phase - general contingent,3,Journalism and Communication,Daytime,Secondary education,150.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 2nd Cycle,Administrative staff,Administrative staff,146.5,Yes,No,No,Yes,Female,Yes,20,No,0,6,6,6,13.5,0,0,6,7,6,12.666666666666666,0,11.1,0.6,2.02,Graduate
Single,1st phase - general contingent,2,Tourism,Daytime,Secondary education,112.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Farmers/Fishers,Farmers/Fishers,106.1,Yes,No,No,No,Female,No,20,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout
Single,2nd phase - general contingent,2,Social Service (evening attendance),Evening,Secondary education,133.1,Portuguese,Basic Ed 3rd Cycle,12th Yr Schooling or Eq.,Legislative/Executive/Directors,Legislative/Executive/Directors,118.0,No,No,No,Yes,Female,Yes,20,No,0,6,6,6,11.666666666666666,0,0,6,12,5,14.0,0,10.8,1.4,1.74,Graduate
Single,2nd phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,125.0,Portuguese,12th Yr Schooling or Eq.,Basic Ed 1st Cycle,Administrative staff,Unskilled Workers,117.0,Yes,No,No,Yes,Female,Yes,19,No,0,5,6,4,12.0,0,0,5,8,5,13.333333333333334,1,10.8,1.4,1.74,Graduate
Single,1st phase - general contingent,3,Social Service,Daytime,Secondary education,121.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 1st Cycle,Machine Operators,Machine Operators,115.4,Yes,No,No,Yes,Female,Yes,19,No,0,6,7,6,11.714285714285714,0,0,6,6,6,11.833333333333334,0,13.9,-0.3,0.79,Graduate
Single,2nd phase - general contingent,3,Social Service,Daytime,Secondary education,133.1,Portuguese,Specialized Studies,12th Yr Schooling or Eq.,Intellectual/Scientific,Technicians,117.0,Yes,No,No,Yes,Female,No,21,No,0,6,8,6,12.666666666666666,0,0,6,7,6,12.428571428571429,0,11.1,0.6,2.02,Graduate
Single,Over 23 years old,1,Veterinary Nursing,Daytime,Secondary education,133.1,Portuguese,Degree,Degree,Administrative staff,Intellectual/Scientific,144.9,Yes,No,No,Yes,Female,No,26,No,0,6,11,3,11.75,0,0,6,19,4,12.8,0,12.4,0.5,1.79,Enrolled
Single,2nd phase - general contingent,1,Social Service,Daytime,Secondary education,135.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Machine Operators,Farmers/Fishers,127.0,No,No,No,Yes,Female,No,21,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,Dropout
Single,1st phase - general contingent,4,Nursing,Daytime,Secondary education,132.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 2nd Cycle,Services/Security/Sellers,Services/Security/Sellers,118.0,Yes,No,No,Yes,Female,No,18,No,0,8,8,7,12.328571428571427,0,0,8,8,7,12.328571428571427,0,12.7,3.7,-1.7,Graduate
Facto Union,Over 23 years old,1,Basic Education,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Machine Operators,118.0,No,No,No,Yes,Female,No,27,No,0,7,14,6,11.666666666666666,0,0,7,10,1,10.0,0,12.4,0.5,1.79,Dropout
Single,Change of course,1,Communication Design,Daytime,Secondary education,135.0,Portuguese,12th Yr Schooling or Eq.,Basic Ed 2nd Cycle,Technicians,Unskilled Workers,126.4,Yes,No,No,Yes,Female,Yes,20,No,5,12,12,12,13.25,0,5,12,12,11,12.727272727272728,0,15.5,2.8,-4.06,Graduate
Single,Change of course,1,Advertising and Marketing Management,Daytime,Technological specialization course,110.0,Portuguese,Basic Ed 3rd Cycle,Degree,Industry/Construction,Armed Forces,110.0,No,No,No,Yes,Female,No,21,No,0,6,8,5,11.833333333333334,0,0,6,8,4,13.25,2,16.2,0.3,-0.92,Enrolled
Single,2nd phase - general contingent,1,Oral Hygiene,Daytime,Secondary education,133.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,124.4,Yes,No,No,Yes,Female,Yes,18,No,0,7,7,7,13.3,0,0,8,8,8,15.125,0,15.5,2.8,-4.06,Graduate
Single,Technological specialization diploma holders,1,Veterinary Nursing,Daytime,Technological specialization course,140.0,Portuguese,12th Yr Schooling or Eq.,Basic Ed 3rd Cycle,Unskilled Workers,Unskilled Workers,140.0,Yes,No,No,Yes,Female,No,20,No,1,6,13,6,12.555555555555555,0,1,6,11,5,11.8,0,16.2,0.3,-0.92,Enrolled
Single,1st phase - general contingent,1,Journalism and Communication,Daytime,Secondary education,135.0,Portuguese,12th Yr Schooling or Eq.,Basic Ed 3rd Cycle,Administrative staff,Armed Forces,129.4,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,12.833333333333334,0,0,6,7,6,12.166666666666666,0,11.1,0.6,2.02,Graduate
Single,Technological specialization diploma holders,1,Social Service,Daytime,Technological specialization course,140.0,Portuguese,12th Yr Schooling or Eq.,12th Yr Schooling or Eq.,Technicians,Services/Security/Sellers,141.7,No,No,No,Yes,Female,Yes,20,No,3,6,6,6,12.833333333333334,0,2,6,6,6,12.833333333333334,0,13.9,-0.3,0.79,Graduate
Single,1st phase - general contingent,2,Veterinary Nursing,Daytime,Secondary education,144.0,Portuguese,12th Yr Schooling or Eq.,Basic Ed 3rd Cycle,Administrative staff,Armed Forces,132.1,Yes,No,No,Yes,Female,Yes,19,No,0,5,10,3,12.666666666666666,1,0,5,7,3,13.0,0,12.7,3.7,-1.7,Graduate
Single,1st phase - general contingent,5,Nursing,Daytime,Secondary education,122.0,Portuguese,Basic Ed 1st Cycle,Degree,Unskilled Workers,Intellectual/Scientific,116.8,Yes,No,No,Yes,Female,No,20,No,0,7,8,6,13.271428571428572,0,0,8,8,7,14.471428571428572,0,13.9,-0.3,0.79,Graduate
Single,1st phase - general contingent,1,Management (evening attendance),Evening,Secondary education,143.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 1st Cycle,Services/Security/Sellers,Machine Operators,135.0,No,No,No,Yes,Female,Yes,20,No,0,5,5,5,12.4,0,0,5,6,5,12.833333333333334,0,10.8,1.4,1.74,Graduate
Single,Technological specialization diploma holders,1,Veterinary Nursing,Daytime,Technological specialization course,150.0,Portuguese,Basic Ed 2nd Cycle,12th Yr Schooling or Eq.,Services/Security/Sellers,Services/Security/Sellers,150.0,No,No,No,Yes,Female,No,20,No,0,5,10,2,14.5,1,0,5,7,4,11.25,0,12.7,3.7,-1.7,Enrolled
Single,1st phase - general contingent,3,Social Service,Daytime,Secondary education,124.0,Portuguese,Basic Ed 3rd Cycle,12th Yr Schooling or Eq.,Industry/Construction,Armed Forces,116.0,Yes,No,Yes,Yes,Female,No,19,No,0,6,7,0,0.0,0,0,5,5,0,0.0,0,13.9,-0.3,0.79,Dropout
Single,1st phase - general contingent,1,Journalism and Communication,Daytime,Secondary education,156.0,Portuguese,Degree,Degree,Teachers,Health professionals,155.0,No,No,No,Yes,Female,No,18,No,0,6,7,6,14.285714285714286,0,0,6,8,6,13.25,0,8.9,1.4,3.51,Graduate
Single,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,142.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 2nd Cycle,Unskilled Workers,Armed Forces,127.0,Yes,No,No,Yes,Female,No,18,No,0,5,7,3,12.333333333333334,0,0,5,9,5,12.6,0,10.8,1.4,1.74,Graduate
